,rev_id,article_quality_est
4696,722006681,Stub
4697,722043055,Stub
4698,722043558,Stub
4699,722044684,Stub
4700,722058565,Start
4701,722065193,Stub
4702,722066125,Stub
4703,722070479,Stub
4704,722084772,Stub
4705,722087056,Stub
4706,722095277,Stub
4707,722095518,Stub
4708,722095722,Stub
4709,722104295,Stub
4710,722109064,Stub
4711,722113361,Stub
4712,722114020,Stub
4713,722114229,Stub
4714,722120394,Stub
4715,722124523,Stub
4716,722128378,Stub
4717,722130164,Stub
4718,722140631,Start
4719,722143677,Start
4720,722148469,Stub
4721,722149969,Stub
4722,722150877,Stub
4723,722150901,Stub
4724,722152115,Stub
4725,722152458,Stub
4726,722152766,Stub
4727,722156134,Start
4728,722178408,Stub
4729,722179858,Stub
4730,722184866,Stub
4731,722185772,Stub
4732,722191751,Stub
4733,722193761,Stub
4734,722195895,Stub
4735,722198152,Stub
4736,722201957,Stub
4737,722202148,Stub
4738,722203464,Stub
4739,722210288,Stub
4740,722210422,Stub
4741,722213816,Start
4742,722220505,Stub
4743,722221136,Stub
4744,722226891,Stub
4745,722236887,Stub
4746,722237861,Start
4747,722240007,Start
4748,722241363,Start
4749,722242389,Stub
4750,722244251,Start
4751,722247158,Start
4752,722247300,Start
4753,722252098,Stub
4754,722257039,Start
4755,722258362,Stub
4756,722265103,Stub
4757,722275127,Stub
4758,722276483,Stub
4759,722294270,Stub
4760,722295712,Stub
4761,722301331,Start
4762,722301818,Start
4763,722314224,Stub
4764,722317147,Stub
4765,722319064,Stub
4766,722319362,Start
4767,722319829,Stub
4768,722321678,Stub
4769,722336332,Start
4770,722336979,Start
4771,722339909,Stub
4772,722340898,Stub
4773,722361402,Stub
4774,722362435,Stub
4775,722372579,Stub
4776,722372703,Stub
4777,722375858,Stub
4778,722376057,Stub
4779,722376152,Stub
4780,722376199,Stub
4781,722376356,Stub
4782,722379384,Stub
4783,722387194,Stub
4784,722387229,Stub
4785,722387247,Stub
4786,722387641,Stub
4787,722392595,Stub
4788,722392778,Stub
4789,722392817,Stub
4790,722392828,Stub
4791,722392885,Stub
4792,722393734,Stub
4793,722393785,Stub
4794,722394264,Stub
4795,722394284,Stub
4796,722394305,Stub
4797,722397830,Stub
4798,722397843,Stub
4799,722397870,Stub
4800,722400318,Stub
4801,722401069,Stub
4802,722401132,Stub
4803,722401392,Stub
4804,722404670,Stub
4805,722412468,Stub
4806,722412783,Start
4807,722420728,Stub
4808,722420794,Stub
4809,722438087,Stub
4810,722438468,Start
4811,722442093,Stub
4812,722443477,Stub
4813,722459230,Stub
4814,722466226,Stub
4815,722467684,Stub
4816,722472748,Stub
4817,722476057,Stub
4818,722481332,Stub
4819,722487816,Stub
4820,722499242,Stub
4821,722499316,Stub
4822,722500948,Stub
4823,722506113,Stub
4824,722520101,Stub
4825,722521297,Stub
4826,722525299,Stub
4827,722539419,Start
4828,722547562,Stub
4829,722548794,Stub
4830,722557731,Stub
4831,722559970,Stub
4832,722560643,Start
4833,722562134,Stub
4834,722563340,Stub
4835,722571545,Stub
4836,722580411,Stub
4837,722584173,Stub
4838,722586870,Start
4839,722586904,Stub
4840,722589139,Stub
4841,722590461,Start
4842,722600003,Start
4843,722607343,Start
4844,722622094,C
4845,722629786,Stub
4846,722634986,Stub
4847,722641218,Stub
4848,722648243,Stub
4849,722648760,Stub
4850,722649429,Start
4851,722665992,Stub
4852,722666106,Stub
4853,722666156,Stub
4854,722666196,Stub
4855,722666249,Stub
4856,722666381,Stub
4857,722666411,Stub
4858,722666444,Stub
4859,722666491,Stub
4860,722670301,C
4861,722675400,Start
4862,722675444,Stub
4863,722676878,Stub
4864,722677260,Stub
4865,722677486,Stub
4866,722680007,Stub
4867,722683591,Stub
4868,722684662,Stub
4869,722698541,Stub
4870,722703985,Stub
4871,722704470,Stub
4872,722705539,Stub
4873,722725032,Stub
4874,722745112,Stub
4875,722745301,Stub
4876,722771207,Start
4877,722771593,Stub
4878,722780352,Stub
4879,722784593,Stub
4880,722785100,Stub
4881,722789661,Start
4882,722806951,Stub
4883,722809464,Stub
4884,722813751,Start
4885,722814265,Stub
4886,722814345,Start
4887,722816132,C
4888,722820209,Stub
4889,722833303,Stub
4890,722845139,Stub
4891,722845833,Stub
4892,722853260,Stub
4893,722853919,Stub
4894,722854384,Start
4895,722858228,Start
4896,722859616,Stub
4897,722874876,Stub
4898,722891369,Stub
4899,722893652,Start
4900,722893996,Start
4901,722895901,Stub
4902,722903661,Start
4903,722908046,Stub
4904,722908287,Stub
4905,722920330,Stub
4906,722921768,C
4907,722934060,Stub
4908,722937211,Stub
4909,722941632,Start
4910,722943338,Start
4911,722949480,Stub
4912,722951661,Stub
4913,722955105,Stub
4914,722956416,Stub
4915,722956986,Stub
4916,722957867,Start
4917,722958477,Start
4918,722959223,Stub
4919,722964404,Stub
4920,722965184,Stub
4921,722975222,Stub
4922,722984083,Stub
4923,722985779,Stub
4924,722988899,Stub
4925,722989634,Stub
4926,722991852,Stub
4927,722994572,Stub
4928,722998748,Stub
4929,723006063,Stub
4930,723007323,Stub
4931,723011691,Stub
4932,723013565,Stub
4933,723013650,Stub
4934,723018230,Start
4935,723018538,Stub
4936,723025722,Stub
4937,723029554,Start
4938,723032831,Stub
4939,723041398,Stub
4940,723042656,Stub
4941,723064614,Stub
4942,723071652,C
4943,723075228,Stub
4944,723075456,Stub
4945,723076361,Stub
4946,723076909,Start
4947,723078582,Stub
4948,723078610,Stub
4949,723082428,Stub
4950,723085701,Stub
4951,723087060,Stub
4952,723087355,Stub
4953,723087458,Stub
4954,723088352,Stub
4955,723088385,Stub
4956,723093248,Start
4957,723097428,Stub
4958,723101418,Start
4959,723108210,Stub
4960,723114590,Stub
4961,723114911,Stub
4962,723118128,Stub
4963,723118236,Stub
4964,723119512,Stub
4965,723120573,Stub
4966,723120677,Stub
4967,723121670,Stub
4968,723124729,Stub
4969,723127574,Stub
4970,723128122,Stub
4971,723128201,Stub
4972,723131082,Start
4973,723132283,Start
4974,723132931,Stub
4975,723141669,Start
4976,723148572,C
4977,723150801,Start
4978,723151837,Stub
4979,723152654,Stub
4980,723152770,Stub
4981,723153856,Stub
4982,723159568,Stub
4983,723159727,Stub
4984,723165771,Stub
4985,723174156,B
4986,723175643,Start
4987,723177421,Stub
4988,723179378,Stub
4989,723179671,Start
4990,723183335,C
4991,723189941,Stub
4992,723191310,Start
4993,723197811,Stub
4994,723197874,Stub
4995,723207013,Stub
4996,723208178,Stub
4997,723208854,Stub
4998,723218610,Stub
4999,723230190,Stub
5000,723235171,Stub
5001,723242935,Stub
5002,723249393,Stub
5003,723249449,Stub
5004,723252411,Stub
5005,723253555,Start
5006,723253656,Start
5007,723258911,Stub
5008,723260380,Stub
5009,723268750,Stub
5010,723271862,Stub
5011,723273682,Stub
5012,723276626,Stub
5013,723277343,Start
5014,723280242,Stub
5015,723285888,Stub
5016,723295633,Stub
5017,723297506,Start
5018,723301153,Stub
5019,723303095,Stub
5020,723304272,Stub
5021,723304712,Stub
5022,723305847,Stub
5023,723310632,Stub
5024,723316359,Stub
5025,723321237,Start
5026,723322551,Stub
5027,723322611,Start
5028,723328893,Stub
5029,723330613,Stub
5030,723341660,Stub
5031,723343448,Stub
5032,723347465,Stub
5033,723348093,Start
5034,723352185,Stub
5035,723352694,Start
5036,723353282,Stub
5037,723364869,Stub
5038,723366885,Start
5039,723369092,Stub
5040,723369975,Stub
5041,723377038,Stub
5042,723401447,Stub
5043,723403366,Stub
5044,723405409,Stub
5045,723415130,Stub
5046,723416711,Stub
5047,723421182,Start
5048,723423000,Stub
5049,723424142,Stub
5050,723424216,Stub
5051,723424253,Stub
5052,723424300,Stub
5053,723424385,Stub
5054,723424414,Stub
5055,723439312,Stub
5056,723462528,C
5057,723463402,Stub
5058,723466596,Stub
5059,723468371,Stub
5060,723471238,Stub
5061,723473108,Stub
5062,723474924,Stub
5063,723475903,Start
5064,723476222,Stub
5065,723476675,C
5066,723476844,Start
5067,723481980,Stub
5068,723484442,Stub
5069,723487099,Start
5070,723488241,Start
5071,723489814,Start
5072,723489895,Start
5073,723496376,Start
5074,723506287,C
5075,723510374,Stub
5076,723510863,Stub
5077,723531386,B
5078,723535564,Stub
5079,723556568,Stub
5080,723561468,Start
5081,723563507,C
5082,723563811,B
5083,723563977,Start
5084,723564296,Start
5085,723564303,Start
5086,723564313,Start
5087,723565800,Start
5088,723568459,Start
5089,723568597,Stub
5090,723569805,Stub
5091,723570211,Start
5092,723570860,Stub
5093,723572293,Stub
5094,723577845,B
5095,723579808,Stub
5096,723600557,Stub
5097,723607968,Stub
5098,723618650,Start
5099,723626706,Stub
5100,723627906,Start
5101,723629706,Stub
5102,723630178,Stub
5103,723630586,Start
5104,723630600,Stub
5105,723631747,Stub
5106,723640156,Start
5107,723645799,Stub
5108,723662676,Stub
5109,723674591,Stub
5110,723677112,Stub
5111,723679487,Stub
5112,723682881,Stub
5113,723684860,Stub
5114,723686406,Stub
5115,723691493,Stub
5116,723691965,Stub
5117,723694486,Start
5118,723694660,Stub
5119,723695052,Stub
5120,723695914,Start
5121,723696164,Stub
5122,723696504,Stub
5123,723703110,Stub
5124,723705126,Stub
5125,723705178,Stub
5126,723705764,Stub
5127,723709252,Stub
5128,723709911,Stub
5129,723720938,Stub
5130,723720972,Stub
5131,723721162,Stub
5132,723725574,Stub
5133,723725594,Stub
5134,723725628,Stub
5135,723725650,Stub
5136,723725667,Stub
5137,723733050,Stub
5138,723733071,Stub
5139,723733139,Stub
5140,723733168,Stub
5141,723733209,Stub
5142,723733229,Stub
5143,723733320,Stub
5144,723733447,Stub
5145,723733468,Stub
5146,723733538,Stub
5147,723733575,Stub
5148,723736482,Stub
5149,723741317,Stub
5150,723743397,Stub
5151,723745241,Stub
5152,723745966,Stub
5153,723747662,Stub
5154,723753190,Start
5155,723760280,Stub
5156,723761704,Stub
5157,723762796,Start
5158,723763664,Stub
5159,723765639,Stub
5160,723767520,C
5161,723769062,Stub
5162,723774726,Stub
5163,723777455,Stub
5164,723777527,Stub
5165,723783455,Stub
5166,723785326,Stub
5167,723785452,B
5168,723786703,Stub
5169,723786720,Stub
5170,723786775,Stub
5171,723790737,Stub
5172,723790749,Stub
5173,723792502,Stub
5174,723799178,Stub
5175,723799187,Stub
5176,723807310,Stub
5177,723812618,Stub
5178,723820329,Stub
5179,723825088,Start
5180,723834096,Start
5181,723846226,Stub
5182,723853921,Stub
5183,723859134,Stub
5184,723865247,Start
5185,723871996,Start
5186,723873477,Stub
5187,723873484,Stub
5188,723873508,Stub
5189,723873530,Stub
5190,723877546,Start
5191,723888343,Stub
5192,723890641,Stub
5193,723891387,Stub
5194,723892438,Start
5195,723906901,Stub
5196,723912455,Stub
5197,723913158,Stub
5198,723921299,Start
5199,723929973,Start
5200,723936938,Stub
5201,723941816,Stub
5202,723941864,Stub
5203,723942277,Stub
5204,723948684,Stub
5205,723951795,Start
5206,723955885,Start
5207,723957084,Start
5208,723957776,Stub
5209,723957779,Stub
5210,723958864,Stub
5211,723959075,C
5212,723962479,Stub
5213,723962511,Stub
5214,723964341,Start
5215,723965820,Stub
5216,723967575,Stub
5217,723969747,C
5218,723970510,Stub
5219,723972121,Stub
5220,723972166,Stub
5221,723973488,Stub
5222,723974320,C
5223,723976939,Start
5224,723979678,Stub
5225,723979757,Stub
5226,723980546,Start
5227,723982122,C
5228,723982911,Start
5229,723984014,Start
5230,723984137,Stub
5231,723984159,Stub
5232,723984243,Start
5233,723984272,Stub
5234,723984286,Stub
5235,723984362,C
5236,723984377,Stub
5237,723984821,Stub
5238,723984835,Stub
5239,723984875,Stub
5240,723984893,Stub
5241,723986765,Start
5242,723988439,Stub
5243,723991605,Stub
5244,723995835,Stub
5245,723997041,Stub
5246,724005677,Stub
5247,724011720,Stub
5248,724014779,Stub
5249,724016053,Stub
5250,724016140,Stub
5251,724016310,Stub
5252,724016358,Stub
5253,724019160,Stub
5254,724021785,Stub
5255,724026143,Stub
5256,724030639,Stub
5257,724036488,Stub
5258,724040910,Stub
5259,724044322,Stub
5260,724046246,Stub
5261,724046271,Stub
5262,724046294,Stub
5263,724054740,Start
5264,724055974,Stub
5265,724057022,Stub
5266,724057168,Stub
5267,724057930,Stub
5268,724061784,Stub
5269,724061854,Stub
5270,724066868,Start
5271,724068863,Stub
5272,724069532,Start
5273,724073804,Stub
5274,724074282,Stub
5275,724074496,Stub
5276,724074777,Stub
5277,724075817,Stub
5278,724078456,Stub
5279,724081099,Stub
5280,724083051,C
5281,724085589,Start
5282,724092845,Stub
5283,724103650,Start
5284,724109005,Start
5285,724109034,Stub
5286,724109526,Stub
5287,724120550,Start
5288,724120856,C
5289,724121703,Stub
5290,724122836,Stub
5291,724137384,Start
5292,724141417,Start
5293,724148826,Stub
5294,724148969,Stub
5295,724151794,Stub
5296,724156806,Start
5297,724166065,Stub
5298,724175377,Stub
5299,724179391,Stub
5300,724184042,Stub
5301,724195477,Stub
5302,724200161,Stub
5303,724216174,Stub
5304,724227231,Stub
5305,724230407,Stub
5306,724231597,Start
5307,724231956,Stub
5308,724235637,Stub
5309,724237369,Stub
5310,724240738,Stub
5311,724244155,C
5312,724249446,Stub
5313,724252318,Stub
5314,724259954,Start
5315,724263248,Stub
5316,724266359,Stub
5317,724269493,Stub
5318,724271995,Stub
5319,724282724,Stub
5320,724286796,Stub
5321,724288447,Stub
5322,724300611,Stub
5323,724302591,Stub
5324,724322591,C
5325,724324273,Stub
5326,724328535,Stub
5327,724331373,Start
5328,724335320,Start
5329,724336217,Stub
5330,724336822,Stub
5331,724342646,C
5332,724342782,Stub
5333,724346236,Stub
5334,724352416,Stub
5335,724353175,Stub
5336,724353673,Stub
5337,724355183,Start
5338,724355226,Stub
5339,724367823,Stub
5340,724374937,Stub
5341,724379743,Stub
5342,724382531,Stub
5343,724393372,Stub
5344,724408103,Stub
5345,724410906,Stub
5346,724414039,Stub
5347,724414506,Stub
5348,724414876,Start
5349,724421215,Stub
5350,724426079,Stub
5351,724426131,Stub
5352,724428518,Stub
5353,724432754,Stub
5354,724432803,Stub
5355,724436017,Stub
5356,724444018,Stub
5357,724454109,Stub
5358,724456870,Stub
5359,724466389,Start
5360,724469183,Start
5361,724483849,Start
5362,724492678,Stub
5363,724493648,Stub
5364,724498172,Stub
5365,724500633,Stub
5366,724501894,Stub
5367,724502588,Stub
5368,724503411,Start
5369,724505641,Start
5370,724510066,Stub
5371,724510861,Stub
5372,724519771,Stub
5373,724524255,Start
5374,724531232,Stub
5375,724533651,Stub
5376,724536976,Start
5377,724541186,Stub
5378,724545975,Stub
5379,724547620,Stub
5380,724547793,Stub
5381,724550483,Start
5382,724552501,Stub
5383,724553500,Stub
5384,724554724,Stub
5385,724554948,Stub
5386,724557814,Stub
5387,724564986,Stub
5388,724575092,Stub
5389,724579380,Stub
5390,724579447,Stub
5391,724590862,Stub
5392,724593705,Start
5393,724606038,Stub
5394,724610329,Stub
5395,724612345,Stub
5396,724620220,Stub
5397,724621036,Stub
5398,724625467,Start
5399,724628450,Stub
5400,724630451,Stub
5401,724632104,Stub
5402,724635347,Stub
5403,724641904,Stub
5404,724647215,Stub
5405,724659629,Stub
5406,724659838,Stub
5407,724661522,Stub
5408,724663004,Stub
5409,724671827,Stub
5410,724674137,Start
5411,724678615,Start
5412,724678968,Stub
5413,724686059,Stub
5414,724691268,Stub
5415,724695388,Start
5416,724699172,Start
5417,724703530,Start
5418,724706545,Stub
5419,724707072,Stub
5420,724707096,Stub
5421,724740096,Stub
5422,724758025,B
5423,724761099,Stub
5424,724767246,Stub
5425,724771130,Stub
5426,724803733,Stub
5427,724803914,Stub
5428,724804717,Start
5429,724807659,Start
5430,724812020,Stub
5431,724818337,Stub
5432,724823670,Stub
5433,724827562,Stub
5434,724830553,Stub
5435,724830612,Start
5436,724835152,Stub
5437,724836169,Start
5438,724837476,Stub
5439,724838717,Stub
5440,724839540,Stub
5441,724846656,Stub
5442,724848015,Stub
5443,724848031,Stub
5444,724848646,Stub
5445,724849330,Stub
5446,724849395,Stub
5447,724851479,Stub
5448,724854353,Stub
5449,724859665,Stub
5450,724861210,Stub
5451,724861783,Stub
5452,724862716,Stub
5453,724869427,Stub
5454,724871095,Stub
5455,724872220,Stub
5456,724872861,Start
5457,724874056,Stub
5458,724874883,Stub
5459,724874973,Stub
5460,724875687,Stub
5461,724878019,Stub
5462,724879669,Stub
5463,724880477,Stub
5464,724880556,Stub
5465,724881596,Stub
5466,724882255,Stub
5467,724882834,Stub
5468,724888837,Stub
5469,724891356,Stub
5470,724891592,Stub
5471,724896019,Stub
5472,724897676,Stub
5473,724898277,Stub
5474,724898287,Stub
5475,724899193,Stub
5476,724900067,Stub
5477,724900868,Stub
5478,724900968,Stub
5479,724919065,Stub
5480,724919107,Stub
5481,724923436,Stub
5482,724923547,Stub
5483,724923611,Stub
5484,724928491,Stub
5485,724933315,Start
5486,724938051,Stub
5487,724952677,Stub
5488,724966359,Start
5489,724967430,Stub
5490,724967466,Stub
5491,724976433,Start
5492,724980436,Stub
5493,724997740,Start
5494,725000988,Stub
5495,725002647,Stub
5496,725002811,Stub
5497,725006936,Stub
5498,725009132,Stub
5499,725011115,Stub
5500,725012761,Stub
5501,725012867,Stub
5502,725012892,Stub
5503,725020962,Stub
5504,725029600,Stub
5505,725030069,Stub
5506,725030656,Stub
5507,725041109,Start
5508,725041536,C
5509,725041586,Stub
5510,725043044,Stub
5511,725046275,Stub
5512,725059563,Start
5513,725060631,Stub
5514,725060895,Stub
5515,725064769,Stub
5516,725068010,Stub
5517,725073480,Stub
5518,725074396,Stub
5519,725077269,Stub
5520,725079093,Stub
5521,725087552,Stub
5522,725092390,Start
5523,725093086,Stub
5524,725098226,Stub
5525,725102341,Stub
5526,725102821,Stub
5527,725102836,Stub
5528,725102861,Start
5529,725103018,Stub
5530,725104025,Stub
5531,725105423,Stub
5532,725105996,Stub
5533,725106028,Stub
5534,725106065,Stub
5535,725106429,Stub
5536,725108597,Stub
5537,725108755,Stub
5538,725108782,Stub
5539,725125295,Start
5540,725126059,Start
5541,725128312,Start
5542,725132042,Stub
5543,725137593,Stub
5544,725139735,Stub
5545,725141090,Stub
5546,725141868,Start
5547,725146422,Stub
5548,725158083,Stub
5549,725159949,Start
5550,725168732,Stub
5551,725168997,Stub
5552,725169396,Stub
5553,725169421,Stub
5554,725169446,Stub
5555,725169819,Stub
5556,725170423,Stub
5557,725170433,Stub
5558,725170635,Stub
5559,725171315,Stub
5560,725171356,Stub
5561,725171358,Stub
5562,725171772,Stub
5563,725171834,Stub
5564,725171893,Stub
5565,725172381,Stub
5566,725172385,Stub
5567,725173202,Stub
5568,725173279,Stub
5569,725173502,Start
5570,725173642,Stub
5571,725174519,Stub
5572,725174967,Stub
5573,725174976,Stub
5574,725175113,Stub
5575,725175290,Stub
5576,725175710,Stub
5577,725175990,Stub
5578,725176389,Stub
5579,725176400,Stub
5580,725176430,Stub
5581,725176516,Stub
5582,725176659,Stub
5583,725176707,Stub
5584,725177025,Stub
5585,725177522,Start
5586,725177584,Stub
5587,725177732,Stub
5588,725177859,Start
5589,725177880,Stub
5590,725177888,Stub
5591,725178046,Stub
5592,725178059,Stub
5593,725178090,Stub
5594,725178118,Stub
5595,725178515,Stub
5596,725178517,Stub
5597,725178563,Stub
5598,725178575,Stub
5599,725178594,Stub
5600,725178609,Stub
5601,725178695,Stub
5602,725179070,Stub
5603,725179083,Stub
5604,725181174,Stub
5605,725188231,Stub
5606,725189868,Stub
5607,725203334,Stub
5608,725204266,Stub
5609,725205938,Stub
5610,725206515,Stub
5611,725207874,Stub
5612,725207884,Stub
5613,725208022,Stub
5614,725208027,Stub
5615,725208041,Stub
5616,725208364,Stub
5617,725208430,Stub
5618,725208703,Stub
5619,725208726,Stub
5620,725208752,Start
5621,725208879,Stub
5622,725208905,Stub
5623,725208910,Stub
5624,725208973,Stub
5625,725209144,Stub
5626,725209315,Stub
5627,725209440,Start
5628,725209651,Stub
5629,725209669,Stub
5630,725209672,Stub
5631,725209903,Stub
5632,725209937,Stub
5633,725209938,Stub
5634,725209944,Stub
5635,725210076,Stub
5636,725210256,Stub
5637,725211829,Stub
5638,725211898,Stub
5639,725218270,Start
5640,725221182,Start
5641,725224837,Start
5642,725226274,Stub
5643,725226456,Start
5644,725228850,Stub
5645,725232018,Start
5646,725240610,Stub
5647,725242133,Stub
5648,725242288,Stub
5649,725244385,Stub
5650,725245710,Stub
5651,725248688,Stub
5652,725249067,Stub
5653,725251757,Start
5654,725254971,Stub
5655,725255158,Stub
5656,725255239,Stub
5657,725255322,Stub
5658,725258051,Stub
5659,725261305,Stub
5660,725284673,Stub
5661,725288194,Start
5662,725288491,Start
5663,725293118,Stub
5664,725309464,Stub
5665,725312502,Stub
5666,725313719,Start
5667,725316844,Start
5668,725318228,Stub
5669,725319802,Start
5670,725329868,Start
5671,725341055,Start
5672,725343188,Stub
5673,725345169,Start
5674,725345350,Stub
5675,725345373,Stub
5676,725345398,Stub
5677,725358923,Stub
5678,725362978,C
5679,725363564,Stub
5680,725369423,Stub
5681,725376957,Start
5682,725377530,Start
5683,725378208,Start
5684,725385758,Stub
5685,725392930,Stub
5686,725394110,Stub
5687,725395350,Stub
5688,725401345,Stub
5689,725401404,Stub
5690,725403514,Stub
5691,725403647,Stub
5692,725404809,Stub
5693,725405764,Start
5694,725409378,Stub
5695,725417107,Stub
5696,725419401,Stub
5697,725419931,Stub
5698,725425004,Start
5699,725433832,Stub
5700,725455104,Start
5701,725455301,Stub
5702,725459626,Stub
5703,725459789,Start
5704,725460480,Stub
5705,725461977,Stub
5706,725462724,Start
5707,725465633,C
5708,725480980,Stub
5709,725494715,Start
5710,725497541,Stub
5711,725504701,Stub
5712,725508627,Stub
5713,725517548,Stub
5714,725518930,Start
5715,725519775,Stub
5716,725523771,Stub
5717,725534989,Stub
5718,725540514,Start
5719,725551017,Start
5720,725560428,Start
5721,725560890,Stub
5722,725570133,Stub
5723,725570918,Stub
5724,725570977,Stub
5725,725577168,Stub
5726,725577590,Stub
5727,725591760,Stub
5728,725592476,Stub
5729,725598368,Start
5730,725614956,Stub
5731,725615096,Stub
5732,725619538,Stub
5733,725622613,Start
5734,725627784,Stub
5735,725638368,Stub
5736,725639413,Stub
5737,725642494,Stub
5738,725642519,Stub
5739,725642924,Start
5740,725643554,Start
5741,725644689,Stub
5742,725652026,Stub
5743,725652053,Stub
5744,725653685,Stub
5745,725657037,Stub
5746,725657068,Stub
5747,725657080,Stub
5748,725657098,Stub
5749,725668970,Start
5750,725675868,Stub
5751,725682539,Start
5752,725708195,Stub
5753,725716785,Stub
5754,725719630,Stub
5755,725732611,Stub
5756,725737326,Stub
5757,725742962,Start
5758,725744607,Stub
5759,725751098,Stub
5760,725755199,Stub
5761,725784470,Stub
5762,725807493,Stub
5763,725832944,Stub
5764,725836779,Stub
5765,725853005,Stub
5766,725855691,Start
5767,725861082,Stub
5768,725874724,Stub
5769,725882471,Start
5770,725885697,Start
5771,725890570,Stub
5772,725894519,Stub
5773,725910626,Stub
5774,725970969,Stub
5775,725975201,Stub
5776,725980651,Start
5777,725990291,Stub
5778,725996845,C
5779,726024500,Stub
5780,726033768,Stub
5781,726042837,Start
5782,726046901,Stub
5783,726046926,Stub
5784,726047254,Stub
5785,726048234,Stub
5786,726049777,Stub
5787,726050288,Stub
5788,726051900,Stub
5789,726066013,Stub
5790,726067133,Stub
5791,726072363,Stub
5792,726074766,Stub
5793,726077256,Start
5794,726080765,Stub
5795,726094514,Start
5796,726150456,Stub
5797,726156888,Start
5798,726179583,Stub
5799,726179745,Stub
5800,726183169,Stub
5801,726204400,Stub
5802,726218320,Stub
5803,726228430,Start
5804,726241234,Start
5805,726241279,Stub
5806,726241614,Start
5807,726246603,Stub
5808,726260249,Start
5809,726263404,Stub
5810,726265815,Stub
5811,726274324,Stub
5812,726274433,Stub
5813,726274540,Stub
5814,726275029,Start
5815,726276685,Stub
5816,726279520,Stub
5817,726284576,Stub
5818,726306858,Stub
5819,726321912,Stub
5820,726374537,Stub
5821,726434981,Start
5822,726470804,Start
5823,726493686,Stub
5824,726495723,Start
5825,726534776,Start
5826,726535415,Stub
5827,726537894,Stub
5828,726543264,Stub
5829,726543284,Stub
5830,726543336,Stub
5831,726543420,Stub
5832,726543872,Stub
5833,726546493,Stub
5834,726547172,Stub
5835,726549283,Start
5836,726549300,Start
5837,726553412,Stub
5838,726559818,Start
5839,726574548,Stub
5840,726575925,Stub
5841,726577258,Start
5842,726580230,Stub
5843,726590202,Stub
5844,726592405,Stub
5845,726594193,Stub
5846,726598829,Stub
5847,726598846,Stub
5848,726598858,Stub
5849,726598895,Stub
5850,726598947,Stub
5851,726599007,Stub
5852,726599054,Stub
5853,726599155,Stub
5854,726599171,Stub
5855,726599183,Stub
5856,726599216,Stub
5857,726599225,Stub
5858,726599241,Stub
5859,726599267,Stub
5860,726599328,Stub
5861,726599349,Stub
5862,726599360,Stub
5863,726599396,Stub
5864,726599431,Stub
5865,726599472,Stub
5866,726599523,Stub
5867,726599547,Stub
5868,726599565,Stub
5869,726599577,Stub
5870,726599594,Stub
5871,726599651,Stub
5872,726599672,Stub
5873,726599686,Stub
5874,726599697,Stub
5875,726599708,Stub
5876,726599739,Stub
5877,726599766,Stub
5878,726599783,Stub
5879,726599813,Stub
5880,726599852,Stub
5881,726599866,Stub
5882,726599883,Stub
5883,726600077,Stub
5884,726600128,Stub
5885,726600152,Stub
5886,726600179,Stub
5887,726600198,Stub
5888,726600234,Stub
5889,726600247,Stub
5890,726600263,Stub
5891,726600293,Stub
5892,726600307,Stub
5893,726600325,Stub
5894,726600341,Stub
5895,726600370,Stub
5896,726600400,Stub
5897,726600432,Stub
5898,726600443,Stub
5899,726600449,Stub
5900,726600463,Stub
5901,726600497,Stub
5902,726600558,Stub
5903,726600578,Stub
5904,726600605,Stub
5905,726600653,Stub
5906,726600673,Stub
5907,726600711,Stub
5908,726600725,Stub
5909,726600751,Stub
5910,726600775,Stub
5911,726600804,Stub
5912,726600833,Stub
5913,726602391,Start
5914,726603154,Stub
5915,726608101,Stub
5916,726608110,Stub
5917,726608152,Stub
5918,726608164,Stub
5919,726608181,Stub
5920,726608196,Stub
5921,726608215,Stub
5922,726608246,Stub
5923,726608284,Stub
5924,726608295,Stub
5925,726608313,Stub
5926,726608329,Stub
5927,726608415,Stub
5928,726608422,Stub
5929,726608430,Stub
5930,726608460,Stub
5931,726608475,Stub
5932,726608521,Stub
5933,726608573,Stub
5934,726608641,Stub
5935,726608666,Stub
5936,726618715,Start
5937,726620155,Stub
5938,726623435,Stub
5939,726624473,Start
5940,726625715,Start
5941,726630107,Stub
5942,726634885,Stub
5943,726638985,Stub
5944,726639089,Stub
5945,726639127,Stub
5946,726639180,Stub
5947,726639364,Stub
5948,726639412,Stub
5949,726639512,Stub
5950,726639574,Stub
5951,726639631,Stub
5952,726641800,Stub
5953,726644344,C
5954,726646100,Stub
5955,726648684,Stub
5956,726649027,Stub
5957,726651867,Stub
5958,726654858,Stub
5959,726662002,Stub
5960,726666131,Stub
5961,726678926,C
5962,726679949,Stub
5963,726681143,Start
5964,726683861,Stub
5965,726684681,Stub
5966,726684802,Start
5967,726685653,Start
5968,726686195,Stub
5969,726687151,Stub
5970,726687211,Stub
5971,726687480,Stub
5972,726687648,Stub
5973,726687669,Stub
5974,726688144,Stub
5975,726688205,Stub
5976,726688556,Stub
5977,726692285,Start
5978,726692928,Start
5979,726693158,Stub
5980,726699745,Stub
5981,726723718,Start
5982,726724077,Stub
5983,726724455,Stub
5984,726740286,Stub
5985,726740306,Stub
5986,726746779,Stub
5987,726747410,Stub
5988,726747414,Stub
5989,726747418,Stub
5990,726747429,Stub
5991,726747447,Stub
5992,726747448,Stub
